646359	{'title': 'bc', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
4052	{'title': 'bcpl', 'year': '1967', 'paradigm(s)': ['procedural', 'imperative', 'structured'], 'typing': ['word'], 'influenced': [4475, 6021, 25039021], 'influenced by': [828614]}
1565435	{'title': 'beanshell', 'year': '1999', 'paradigm(s)': ['Object-oriented', 'scripting'], 'typing': ['dynamic', 'strong'], 'influenced': [], 'influenced by': [15881, 9845, 23939]}
15264030	{'title': 'batch file', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
21119400	{'title': 'bertrand (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
135868	{'title': 'beta', 'year': 0, 'paradigm(s)': ['Object-oriented'], 'typing': [], 'influenced': [], 'influenced by': [29513]}
24740516	{'title': 'bliss (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
44494473	{'title': 'blockly', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
436718	{'title': 'bloop and floop', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
1147624	{'title': 'boo', 'year': '2003', 'paradigm(s)': ['Object oriented'], 'typing': ['static', 'strong', 'inferred', 'duck'], 'influenced': [25291443, 12655903], 'influenced by': [2356196, 23862]}
21008097	{'title': 'boomerang', 'year': '2008', 'paradigm(s)': [], 'typing': [], 'influenced': [34211], 'influenced by': [39652]}
92839	{'title': 'bourne shell', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
6021	{'title': 'c', 'year': '1972', 'paradigm(s)': ['Imperative', 'procedural', 'structured'], 'typing': ['static', 'weak', 'manifest', 'nominal'], 'influenced': [945831, 1076270, 1456, 95833, 72038, 1422467, 2356196, 39809523, 243881, 25039021, 15881, 9845, 38455554, 236298, 904645, 23939, 24131, 86780, 546083, 23862, 29414838, 36346048, 12655903, 63863, 45413679], 'influenced by': [4475, 4052, 828614, 692880, 1368, 23708, 10942]}
1422467	{'title': 'c--', 'year': '1997', 'paradigm(s)': ['imperative'], 'typing': ['static', 'weak'], 'influenced': [], 'influenced by': [6021]}
72038	{'title': 'c++', 'year': '1985', 'paradigm(s)': [], 'typing': ['static', 'nominative', 'partially inferred'], 'influenced': [1242, 2356196, 607497, 6776794, 16561990, 243881, 15881, 46150, 45413679, 25432026, 23939, 24131, 23862, 29414838, 36346048], 'influenced by': [1242, 692880, 6021, 7575, 20607, 29513]}
1064175	{'title': 'c*', 'year': '1987', 'paradigm(s)': ['multi-paradigm', 'object-oriented', 'imperative', 'parallel'], 'typing': ['static', 'weak', 'manifest'], 'influenced': [1064178], 'influenced by': [3172, 2116391]}
2356196	{'title': 'c#', 'year': '2000', 'paradigm(s)': ['Structured', 'imperative', 'object-oriented', 'event-driven', 'task-driven', 'functional', 'generic', 'reflective', 'concurrent'], 'typing': ['static', 'dynamic', '[3]', 'strong', 'safe', 'nominative', 'partially inferred'], 'influenced': [6776794, 16561990, 48972626, 243881, 419765, 33033735, 239964, 42257880, 15881, 41819039, 30883042, 4249746, 29414838, 42946389, 12655903, 8157205], 'influenced by': [72038, 1042779, 9838, 239964, 27404990, 14801, 419765, 1962467, 15881, 20607, 241545, 630175, 29414838, 6097382]}
13281075	{'title': 'c/al', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
2242790	{'title': 'caché objectscript', 'year': '1997', 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': [19723]}
95839	{'title': 'c shell', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
2362118	{'title': 'caml', 'year': '1985', 'paradigm(s)': ['multi-paradigm', 'functional', 'imperative', 'object-oriented', 'OCaml'], 'typing': ['strong', 'static', 'inferred'], 'influenced': [239964], 'influenced by': [20607]}
6528823	{'title': 'cayenne (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
5763798	{'title': 'cduce', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
527946	{'title': 'cecil (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
52437476	{'title': 'cesil', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
52350190	{'title': 'céu (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
31483631	{'title': 'ceylon', 'year': '2011', 'paradigm(s)': ['Object-oriented'], 'typing': ['static, strong, safe'], 'influenced': [], 'influenced by': [15881, 3254510, 28319, 20607, 18016]}
1109117	{'title': 'cfengine', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
390212	{'title': 'cg (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
31643142	{'title': 'ch c/c++ interpreter', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
6776794	{'title': 'chapel', 'year': '2009', 'paradigm(s)': ['Object-oriented', 'Partitioned global address space', 'Parallel programming'], 'typing': ['static', 'inferred'], 'influenced': [], 'influenced by': [1242, 2356196, 6021, 11168, 72038, 15881, 1081482, 890761, 25458359, 7922315]}
1364508	{'title': 'charity', 'year': '1992', 'paradigm(s)': ['pure functional'], 'typing': [], 'influenced': [], 'influenced by': []}
31955729	{'title': 'charm (language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
765313	{'title': 'chill', 'year': '1980', 'paradigm(s)': ['procedural'], 'typing': ['static', 'strong'], 'influenced': [], 'influenced by': [6799, 391472]}
1119698	{'title': 'chip-8', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
18718048	{'title': 'pp, chomski virtual machine', 'year': '2007', 'paradigm(s)': ['scripting language'], 'typing': [], 'influenced': [], 'influenced by': [27163, 907]}
478750	{'title': 'chuck', 'year': '2003', 'paradigm(s)': ['Multi-paradigm'], 'typing': ['strong'], 'influenced': [], 'influenced by': []}
945803	{'title': 'cilk', 'year': '1994', 'paradigm(s)': ['imperative', 'procedural', 'structured', 'parallel'], 'typing': ['static', 'weak', 'manifest'], 'influenced': [381842], 'influenced by': [6021]}
49208585	{'title': 'citrine', 'year': '2014', 'paradigm(s)': ['Object-oriented', 'prototype-based'], 'typing': ['dynamic'], 'influenced': [], 'influenced by': [28319, 60265]}
44021754	{'title': 'as/400 control language', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
930956	{'title': 'claire', 'year': '1994', 'paradigm(s)': ['multi-paradigm', 'functional', 'object-oriented', 'class-based', 'rule processing', 'reflective'], 'typing': ['strong', 'static', 'dynamic'], 'influenced': [], 'influenced by': [28319, 916963, 475829, 18016, 20607, 6021]}
508614	{'title': 'clarion', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
161878	{'title': 'clean', 'year': '1987', 'paradigm(s)': ['functional'], 'typing': ['strong', 'static', 'dynamic'], 'influenced': [27404990, 39035048], 'influenced by': [93267, 27404990]}
246367	{'title': 'clipper', 'year': '1985', 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
7755022	{'title': 'clips (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
391542	{'title': 'clist', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
16561990	{'title': 'clojure', 'year': '2007', 'paradigm(s)': ['multi-paradigm', 'agent-oriented', '[1]', 'concurrent', '[2]', '[3]', 'functional', '[4]', 'logic', '[5]', 'macro', '[6]', 'pipeline', '[7]'], 'typing': ['dynamic', 'strong'], 'influenced': [38202780, 43723435, 41671035], 'influenced by': [2356196, 72038, 6068, 9646, 27404990, 15881, 51022500, 20607, 23485, 3350021, 25768, 28119]}
7575	{'title': 'clu', 'year': '1975', 'paradigm(s)': ['multi-paradigm', 'object-oriented', 'procedural'], 'typing': ['strong'], 'influenced': [1242, 27580389, 72038, 46150, 23862, 25768, 28763, 42946389], 'influenced by': [692878, 18016, 29513]}
1181779	{'title': 'cms-2', 'year': '1968', 'paradigm(s)': ['Imperative'], 'typing': [], 'influenced': [], 'influenced by': [11168, 224748, 23708]}
6799	{'title': 'cobol', 'year': '1959', 'paradigm(s)': ['Procedural', 'imperative', 'object-oriented'], 'typing': ['weak', 'static'], 'influenced': [50155661, 1205107, 23708, 350323, 25432026], 'influenced by': [6219357, 72038, 4292196, 9838, 35783688, 82760, 28319]}
50155661	{'title': 'cobolscript', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
13862555	{'title': 'cobra', 'year': '2006', 'paradigm(s)': ['Multi-paradigm', 'object-oriented'], 'typing': ['strong', 'static', 'dynamic', 'inferred'], 'influenced': [], 'influenced by': [23862, 9838, 2356196, 39809523]}
27403236	{'title': 'coffeescript', 'year': '13\xa0December 2009', 'paradigm(s)': ['Multi-paradigm', 'prototype-based', 'functional', 'imperative', 'scripting'], 'typing': [], 'influenced': [17731], 'influenced by': [27404990, 9845, 23939, 25432026, 23862, 25768, 326530]}
36436304	{'title': 'coldfusion', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
197700	{'title': 'comal', 'year': '1973', 'paradigm(s)': ['structured'], 'typing': ['strong'], 'influenced': [], 'influenced by': [4015, 23773]}
31613960	{'title': 'combined programming language', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
1012894	{'title': 'comit', 'year': '1957', 'paradigm(s)': [], 'typing': [], 'influenced': [29515], 'influenced by': []}
46004	{'title': 'common intermediate language', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
6068	{'title': 'common lisp', 'year': '1984', 'paradigm(s)': ['Multi-paradigm', 'procedural', 'functional', 'object-oriented', 'meta', 'reflective', 'generic'], 'typing': ['dynamic', 'strong'], 'influenced': [16561990, 8741, 10392, 4158686, 6976849, 2116391, 37270938, 38455554, 19946240, 376707, 6693612, 1625207], 'influenced by': [18016, 47775, 47774, 28119, 353464]}
492451	{'title': 'compass', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
357599	{'title': 'component pascal', 'year': '1997', 'paradigm(s)': ['imperative', 'structured', 'modular', 'object-oriented'], 'typing': ['strong', 'static'], 'influenced': [], 'influenced by': [449019]}
1753362	{'title': 'constraint handling rules', 'year': '1991', 'paradigm(s)': ['Constraint logic programming'], 'typing': [], 'influenced': [], 'influenced by': [23485]}
4292196	{'title': 'comtran', 'year': '1957', 'paradigm(s)': [], 'typing': [], 'influenced': [6799], 'influenced by': [82760]}
14782123	{'title': 'cool', 'year': '1996', 'paradigm(s)': ['Object-oriented'], 'typing': ['static', 'strong', 'manifest'], 'influenced': [], 'influenced by': [15881, 20607, 23773, 28763]}
581974	{'title': 'coq (software)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
7262	{'title': 'coral 66', 'year': '1964', 'paradigm(s)': ['procedural', 'imperative', 'structured'], 'typing': [], 'influenced': [], 'influenced by': [1453, 224748]}
4891630	{'title': 'corvision', 'year': '1986', 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': [227989]}
94451	{'title': 'cowsel', 'year': '1964', 'paradigm(s)': [], 'typing': [], 'influenced': [981616], 'influenced by': [31613960, 18016]}
828614	{'title': 'cpl', 'year': '1963', 'paradigm(s)': ['Multi-paradigm', 'procedural', 'imperative', 'structured', 'functional'], 'typing': [], 'influenced': [4052, 981616], 'influenced by': [692878]}
20921449	{'title': 'cryptol', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
48972626	{'title': 'crystal', 'year': 'June\xa018, 2014', 'paradigm(s)': ['Multi-paradigm', 'object-oriented', 'concurrent'], 'typing': ['static', 'inferred', 'structural', 'duck'], 'influenced': [], 'influenced by': [25768, 6021, 29414838, 25039021, 2356196, 23862]}
149998	{'title': 'csound', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
247370	{'title': 'communicating sequential processes', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
51797637	{'title': 'cuneiform', 'year': '2013', 'paradigm(s)': ['functional', 'scientific workflow'], 'typing': [], 'influenced': [], 'influenced by': [42946796]}
42537	{'title': 'curl', 'year': '1998', 'paradigm(s)': ['multi-paradigm', 'object-oriented', 'markup'], 'typing': ['strong'], 'influenced': [], 'influenced by': [13191, 9845, 18016]}
302187	{'title': 'curry', 'year': 0, 'paradigm(s)': ['functional', 'logic'], 'typing': ['static', 'strong', 'inferred'], 'influenced': [], 'influenced by': [27404990]}
32669131	{'title': 'cybil (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
7645	{'title': 'cyclone', 'year': '2002', 'paradigm(s)': [], 'typing': [], 'influenced': [29414838], 'influenced by': [6021]}
18384111	{'title': 'cython', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
243881	{'title': 'd programming language', 'year': 'December\xa08, 2001', 'paradigm(s)': ['Multi-paradigm', 'functional', 'imperative', 'object-oriented'], 'typing': ['inferred', 'static', 'strong'], 'influenced': [25291443, 10965409, 33850384, 42946389, 12655903], 'influenced by': [6021, 72038, 2356196, 9838, 15881, 23862]}
457504	{'title': "datapoint's advanced systems language", 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
33033735	{'title': 'dart', 'year': 'October\xa010, 2011', 'paradigm(s)': ['Multi-paradigm', 'scripting', 'object-oriented', 'class-based', 'imperative', 'reflective', 'functional', 'garbage-collected', '[1]'], 'typing': ['optional', 'static', '[4]'], 'influenced': [], 'influenced by': [2356196, 9646, 9845, 28319, 1569550]}
12794721	{'title': 'darwin', 'year': '1991', 'paradigm(s)': ['imperative', 'structured', 'object-oriented'], 'typing': ['dynamic', 'strong'], 'influenced': [], 'influenced by': [79099]}
742526	{'title': 'dataflex', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
968357	{'title': 'datalog', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
2214310	{'title': 'datatrieve', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
209537	{'title': 'dbase', 'year': '1979', 'paradigm(s)': ['Imperative', 'Declarative'], 'typing': [], 'influenced': [246367, 60616561, 7419372, 2539467], 'influenced by': []}
562904	{'title': 'dc (computer program)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
532369	{'title': 'digital command language', 'year': 0, 'paradigm(s)': ['imperative'], 'typing': [], 'influenced': [4895712], 'influenced by': []}
1320860	{'title': 'dink smallwood', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
598142	{'title': 'dibol', 'year': '1970', 'paradigm(s)': ['procedural', 'imperative', 'structured'], 'typing': ['static'], 'influenced': [], 'influenced by': [4015, 11168, 6799]}
37830261	{'title': 'dog (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
507348	{'title': 'draco', 'year': 'early 1980s, discontinued around 1990', 'paradigm(s)': ['imperative', 'procedural', 'structured'], 'typing': ['static', 'strong', 'manifest'], 'influenced': [], 'influenced by': [692880, 23773, 6021]}
9912359	{'title': 'drakon', 'year': '1996', 'paradigm(s)': ['visual'], 'typing': [], 'influenced': [], 'influenced by': []}
8741	{'title': 'dylan', 'year': '1992', 'paradigm(s)': ['multi-paradigm', 'functional', 'object-oriented'], 'typing': [], 'influenced': [524247, 23862, 25768], 'influenced by': [191414, 1453, 28119, 4158686]}
26064582	{'title': 'dynamo (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
37774833	{'title': 'data analysis expressions', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
1377046	{'title': 'e', 'year': '1997', 'paradigm(s)': ['Multi-paradigm', 'object-oriented', 'message passing'], 'typing': ['strong', 'dynamic'], 'influenced': [], 'influenced by': [502786, 15881]}
1968693	{'title': 'ease', 'year': '1991', 'paradigm(s)': [], 'typing': ['strong'], 'influenced': [], 'influenced by': [22660]}
23708	{'title': 'pl/i', 'year': '1964', 'paradigm(s)': ['Procedural', 'imperative', 'structured'], 'typing': [], 'influenced': [1181779, 827334, 4475, 37973279, 44021754], 'influenced by': [6799, 11168, 1453]}
21771340	{'title': 'easytrieve', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
48971282	{'title': 'ec', 'year': '2004', 'paradigm(s)': ['Multi-paradigm', 'procedural', 'object-oriented', 'generic'], 'typing': ['static', 'nominative', 'partially inferred'], 'influenced': [], 'influenced by': [6021, 72038, 23862]}
188515	{'title': 'ecmascript', 'year': '1997', 'paradigm(s)': ['Multi-paradigm', 'prototype-based', 'functional', 'imperative'], 'typing': ['weak', 'dynamic'], 'influenced': [], 'influenced by': [60265, 78136, 1456, 6021, 27403236, 23939, 23862, 15881, 28119]}
953419	{'title': 'edinburgh imp', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
1205107	{'title': 'egl (programming language)', 'year': 0, 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': []}
9838	{'title': 'eiffel', 'year': '1986', 'paradigm(s)': ['Object-oriented', 'Class-based', 'Generic', 'Concurrent'], 'typing': ['static'], 'influenced': [1242, 2356196, 243881, 15881, 3350021, 25768, 28763, 3254510], 'influenced by': [1242, 29513, 34521]}
1179492	{'title': 'elan', 'year': '1974', 'paradigm(s)': [], 'typing': [], 'influenced': [], 'influenced by': [692880]}
38202780	{'title': 'elixir', 'year': '2011', 'paradigm(s)': ['multi-paradigm', 'functional', 'concurrent', 'distributed', 'process-oriented'], 'typing': ['dynamic', 'strong', 'duck'], 'influenced': [41671035], 'influenced by': [16561990, 9646, 25768]}
37552825	{'title': 'elm', 'year': 'March\xa030, 2012', 'paradigm(s)': ['Functional'], 'typing': ['static', 'strong', 'inferred'], 'influenced': [53428852, 50978621], 'influenced by': [27404990, 100337, 39652, 239964]}
10392	{'title': 'emacs lisp', 'year': '1985', 'paradigm(s)': ['Functional', 'meta', 'reflective'], 'typing': ['dynamic', 'strong'], 'influenced': [], 'influenced by': [6068, 47774]}
32529580	{'title': 'emerald', 'year': '1980s', 'paradigm(s)': ['object-oriented'], 'typing': ['strong', 'static'], 'influenced': [15881, 2049655], 'influenced by': [23773, 29513, 28319]}
